ID,NAME,CR,TYPE,SIZE,ARMOR_CLASS,HITPOINTS_AVG,HIT_DICE,HITPOINTS_ROLL,SPEED_TYPE,SPEED_WALK,SPEED_FLY,SPEED_SWIM,SPEED_CLIMB,SPEED_BURROW,ALIGNMENT,LEGENDARY,STR,DEX,CON,INT,WIS,CHA,PROF_BONUS,THROW_STR,THROW_DEX,THROW_CON,THROW_INT,THROW_WIS,THROW_CHA,SKILLS,LANGUAGES,SENSES,RANGE_DARKVISION,RANGE_TREMORSENSE,RANGE_BLINDSIGHT,RANGE_TRUESIGHT,SPECIAL_ABILITY_ONE,SPECIAL_ABILITY_ONE_DESC,SPECIAL_ABILITY_TWO,SPECIAL_ABILITY_TWO_DESC,SPECIAL_ABILITY_THREE,SPECIAL_ABILITY_THREE_DESC,SPECIAL_ABILITY_FOUR,SPECIAL_ABILITY_FOUR_DESC,ATTACK_1,ATTACK_1_DESC,ATTACK_2,ATTACK_2_DESC,ATTACK_3,ATTACK_3_DESC,ATTACK_4,ATTACK_4_DESC,ATTACK_5_TYPE,ATTACK_5_DESC,ACTION_LEG,ACTION_LEG1,ACTION_LEG1_DESC,ACTION_LEG2,ACTION_LEG2_DESC,ACTION_LEG3,ACTION_LEG3_DESC,ACTION_LAIR,ACTION_LAIR1,ACTION_LAIR1_DESC,ACTION_LAIR2,ACTION_LAIR2_DESC,ACTION_LAIR3,ACTION_LAIR3_DESC,REGIONALEFFECT,REGIONALEFFECT1,REGIONALEFFECT2,REGIONALEFFECT3,ENDREGIONALEFFECT,ENVIRONMENT,BA1,BA1_DESC,BA2,BA2_DESC,BA3,BA3_DESC,BA4,BA4_DESC,REACTION1,REACTION1_DESC,REACTION2,REACTION2_DESC,REACTION3,REACTION3_DESC,VILL_ACTION,VILL_ACTION1,VILL_ACTION1_DESC,VILL_ACTION2,VILL_ACTION2_DESC,VILL_ACTION3,VILL_ACTION3_DESC,UTILITY_SPELLS,UTILITY_SPELLS_LIST,FEATURE1,FEATURE1_DESC,FEATURE2,FEATURE2_DESC,FEATURE3,FEATURE3_DESC,FEATURE4,FEATURE4_DESC,FEATURE5,FEATURE5_DESC
211,Ogre Zombie,2,undead,Large,8,85,9d10,9d10+36,walk,30,0,0,0,0,neutral evil,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,understands Common and Giant but can't speak,"darkvision 60 ft., passive_perception 8",60,0,0,0,Undead Fortitude,"If damage reduces the zombie to 0 hit points, it must make a Constitution saving throw with a DC of 5+the damage taken, unless the damage is radiant or from a critical hit. On a success, the zombie drops to 1 hit point instead.",0,0,0,0,0,0,Morningstar,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Oni,7,giant,Large,16,110,13d10,13d10+39,"fly,walk",30,30,0,0,0,lawful evil,0,0,0,0,0,0,0,3,0,3,6,0,4,5,0,"Common, Giant","darkvision 60 ft., passive_perception 14",60,0,0,0,Innate Spellcasting,"The oni's innate spellcasting ability is Charisma (spell save DC 13). The oni can innately cast the following spells, requiring no material components:

At will: darkness, invisibility
1/day each: charm person, cone of cold, gaseous form, sleep",Magic Weapons,The oni's weapon attacks are magical.,Regeneration,The oni regains 10 hit points at the start of its turn if it has at least 1 hit point.,0,0,Multiattack,"The oni makes two attacks, either with its claws or its glaive.",Claw (Oni Form Only),"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) slashing damage.",Glaive,"Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) slashing damage, or 9 (1d10 + 4) slashing damage in Small or Medium form.",Change Shape,"The oni magically polymorphs into a Small or Medium humanoid, into a Large giant, or back into its true form. Other than its size, its statistics are the same in each form. The only equipment that is transformed is its glaive, which shrinks so that it can be wielded in humanoid form. If the oni dies, it reverts to its true form, and its glaive reverts to its normal size.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Orc,0.5,humanoid,Medium,13,15,2d8,2d8+6,walk,30,0,0,0,0,chaotic evil,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"Common, Orc","darkvision 60 ft., passive_perception 10",60,0,0,0,Aggressive,"As a bonus action, the orc can move up to its speed toward a hostile creature that it can see.",0,0,0,0,0,0,Greataxe,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 9 (1d12 + 3) slashing damage.",Javelin,"Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 30/120 ft., one target. Hit: 6 (1d6 + 3) piercing damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Otyugh,5,aberration,Large,14,114,12d10,12d10+48,walk,30,0,0,0,0,neutral,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,Otyugh,"darkvision 120 ft., passive_perception 11",120,0,0,0,Limited Telepathy,The otyugh can magically transmit simple messages and images to any creature within 120 ft. of it that can understand a language. This form of telepathy doesn't allow the receiving creature to telepathically respond.,0,0,0,0,0,0,Multiattack,The otyugh makes three attacks: one with its bite and two with its tentacles.,Bite,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 12 (2d8 + 3) piercing damage. If the target is a creature, it must succeed on a DC 15 Constitution saving throw against disease or become poisoned until the disease is cured. Every 24 hours that elapse, the target must repeat the saving throw, reducing its hit point maximum by 5 (1d10) on a failure. The disease is cured on a success. The target dies if the disease reduces its hit point maximum to 0. This reduction to the target's hit point maximum lasts until the disease is cured.",Tentacle,"Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: 7 (1d8 + 3) bludgeoning damage plus 4 (1d8) piercing damage. If the target is Medium or smaller, it is grappled (escape DC 13) and restrained until the grapple ends. The otyugh has two tentacles, each of which can grapple one target.",Tentacle Slam,"The otyugh slams creatures grappled by it into each other or a solid surface. Each creature must succeed on a DC 14 Constitution saving throw or take 10 (2d6 + 3) bludgeoning damage and be stunned until the end of the otyugh's next turn. On a successful save, the target takes half the bludgeoning damage and isn't stunned.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Owl,0,beast,Tiny,11,1,1d4,1d4-1,"fly,walk",5,60,0,0,0,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"darkvision 120 ft., passive_perception 13",120,0,0,0,Flyby,The owl doesn't provoke opportunity attacks when it flies out of an enemy's reach.,Keen Hearing and Sight,The owl has advantage on Wisdom (Perception) checks that rely on hearing or sight.,0,0,0,0,Talons,"Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 1 slashing damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Owlbear,3,monstrosity,Large,13,59,7d10,7d10+21,walk,40,0,0,0,0,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive_perception 13",60,0,0,0,Keen Sight and Smell,The owlbear has advantage on Wisdom (Perception) checks that rely on sight or smell.,0,0,0,0,0,0,Multiattack,The owlbear makes two attacks: one with its beak and one with its claws.,Beak,"Melee Weapon Attack: +7 to hit, reach 5 ft., one creature. Hit: 10 (1d10 + 5) piercing damage.",Claws,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 14 (2d8 + 5) slashing damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Panther,0.25,beast,Medium,12,13,3d8,3d8,"climb,walk",50,0,0,40,0,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,passive_perception 14,0,0,0,0,Keen Smell,The panther has advantage on Wisdom (Perception) checks that rely on smell.,Pounce,"If the panther moves at least 20 ft. straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 12 Strength saving throw or be knocked prone. If the target is prone, the panther can make one bite attack against it as a bonus action.",0,0,0,0,Bite,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",Claw,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) slashing damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Pegasus,2,celestial,Large,12,59,7d10,7d10+21,"fly,walk",60,90,0,0,0,chaotic good,0,0,0,0,0,0,0,2,0,4,0,0,4,3,0,"understands Celestial, Common, Elvish, and Sylvan but can't speak",passive_perception 16,0,0,0,0,0,0,0,0,0,0,0,0,Hooves,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Phase Spider,3,monstrosity,Large,13,32,5d10,5d10+5,"climb,walk",30,0,0,30,0,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive_perception 10",60,0,0,0,Ethereal Jaunt,"As a bonus action, the spider can magically shift from the Material Plane to the Ethereal Plane, or vice versa.",Spider Climb,"The spider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",Web Walker,The spider ignores movement restrictions caused by webbing.,0,0,Bite,"Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 7 (1d10 + 2) piercing damage, and the target must make a DC 11 Constitution saving throw, taking 18 (4d8) poison damage on a failed save, or half as much damage on a successful one. If the poison damage reduces the target to 0 hit points, the target is stable but poisoned for 1 hour, even after regaining hit points, and is paralyzed while poisoned in this way.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Pit Fiend,20,fiend,Large,19,300,24d10,24d10+168,"fly,walk",30,60,0,0,0,lawful evil,0,0,0,0,0,0,0,6,0,8,13,0,10,0,0,"Infernal, telepathy 120 ft.","truesight 120 ft., passive_perception 14",0,0,0,120,Fear Aura,"Any creature hostile to the pit fiend that starts its turn within 20 feet of the pit fiend must make a DC 21 Wisdom saving throw, unless the pit fiend is incapacitated. On a failed save, the creature is frightened until the start of its next turn. If a creature's saving throw is successful, the creature is immune to the pit fiend's Fear Aura for the next 24 hours.",Magic Resistance,The pit fiend has advantage on saving throws against spells and other magical effects.,Magic Weapons,The pit fiend's weapon attacks are magical.,Innate Spellcasting,"The pit fiend's spellcasting ability is Charisma (spell save DC 21). The pit fiend can innately cast the following spells, requiring no material components:
At will: detect magic, fireball
3/day each: hold monster, wall of fire",Multiattack,"The pit fiend makes four attacks: one with its bite, one with its claw, one with its mace, and one with its tail.",Bite,"Melee Weapon Attack: +14 to hit, reach 5 ft., one target. Hit: 22 (4d6 + 8) piercing damage. The target must succeed on a DC 21 Constitution saving throw or become poisoned. While poisoned in this way, the target can't regain hit points, and it takes 21 (6d6) poison damage at the start of each of its turns. The poisoned target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",Claw,"Melee Weapon Attack: +14 to hit, reach 10 ft., one target. Hit: 17 (2d8 + 8) slashing damage.",Mace,"Melee Weapon Attack: +14 to hit, reach 10 ft., one target. Hit: 15 (2d6 + 8) bludgeoning damage plus 21 (6d6) fire damage.",Tail,"Melee Weapon Attack: +14 to hit, reach 10 ft., one target. Hit: 24 (3d10 + 8) bludgeoning damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Planetar,16,celestial,Large,19,200,16d10,16d10+112,"fly,walk",40,120,0,0,0,lawful good,0,0,0,0,0,0,0,5,0,0,12,0,11,12,0,"all, telepathy 120 ft.","truesight 120 ft., passive_perception 21",0,0,0,120,Angelic Weapons,"The planetar's weapon attacks are magical. When the planetar hits with any weapon, the weapon deals an extra 5d8 radiant damage (included in the attack).",Divine Awareness,The planetar knows if it hears a lie.,Innate Spellcasting,"The planetar's spellcasting ability is Charisma (spell save DC 20). The planetar can innately cast the following spells, requiring no material components:
At will: detect evil and good, invisibility (self only)
3/day each: blade barrier, dispel evil and good, flame strike, raise dead
1/day each: commune, control weather, insect plague",Magic Resistance,The planetar has advantage on saving throws against spells and other magical effects.,Multiattack,The planetar makes two melee attacks.,Greatsword,"Melee Weapon Attack: +12 to hit, reach 5 ft., one target. Hit: 21 (4d6 + 7) slashing damage plus 22 (5d8) radiant damage.",Healing Touch,"The planetar touches another creature. The target magically regains 30 (6d8 + 3) hit points and is freed from any curse, disease, poison, blindness, or deafness.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Plesiosaurus,2,beast,Large,13,68,8d10,8d10+24,"swim,walk",20,0,40,0,0,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,passive_perception 13,0,0,0,0,Hold Breath,The plesiosaurus can hold its breath for 1 hour.,0,0,0,0,0,0,Bite,"Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: 14 (3d6 + 4) piercing damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Poisonous Snake,0.125,beast,Tiny,13,2,1d4,1d4,"swim,walk",30,0,30,0,0,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"blindsight 10 ft., passive_perception 10",0,0,10,0,0,0,0,0,0,0,0,0,Bite,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 1 piercing damage, and the target must make a DC 10 Constitution saving throw, taking 5 (2d4) poison damage on a failed save, or half as much damage on a successful one.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Polar Bear,2,beast,Large,12,42,5d10,5d10+15,"swim,walk",40,0,30,0,0,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,passive_perception 13,0,0,0,0,Keen Smell,The bear has advantage on Wisdom (Perception) checks that rely on smell.,0,0,0,0,0,0,Multiattack,The bear makes two attacks: one with its bite and one with its claws.,Bite,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 9 (1d8 + 5) piercing damage.",Claws,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) slashing damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Pony,0.125,beast,Medium,10,11,2d8,2d8+2,walk,40,0,0,0,0,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,passive_perception 10,0,0,0,0,0,0,0,0,0,0,0,0,Hooves,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) bludgeoning damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Priest,2,humanoid,Medium,13,27,5d8,5d8+5,walk,25,0,0,0,0,any alignment,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,any two languages,passive_perception 13,0,0,0,0,Divine Eminence,"As a bonus action, the priest can expend a spell slot to cause its melee weapon attacks to magically deal an extra 10 (3d6) radiant damage to a target on a hit. This benefit lasts until the end of the turn. If the priest expends a spell slot of 2nd level or higher, the extra damage increases by 1d6 for each level above 1st.",Spellcasting,"The priest is a 5th-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 13, +5 to hit with spell attacks). The priest has the following cleric spells prepared:

- Cantrips (at will): light, sacred flame, thaumaturgy
- 1st level (4 slots): cure wounds, guiding bolt, sanctuary
- 2nd level (3 slots): lesser restoration, spiritual weapon
- 3rd level (2 slots): dispel magic, spirit guardians",0,0,0,0,Mace,"Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 3 (1d6) bludgeoning damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Pseudodragon,0.25,dragon,Tiny,13,7,2d4,2d4+2,"fly,walk",15,60,0,0,0,neutral good,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,understands Common and Draconic but can't speak,"blindsight 10 ft., darkvision 60 ft., passive_perception 13",60,0,10,0,Keen Senses,"The pseudodragon has advantage on Wisdom (Perception) checks that rely on sight, hearing, or smell.",Magic Resistance,The pseudodragon has advantage on saving throws against spells and other magical effects.,Limited Telepathy,"The pseudodragon can magically communicate simple ideas, emotions, and images telepathically with any creature within 100 ft. of it that can understand a language.",0,0,Bite,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage.",Sting,"Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) piercing damage, and the target must succeed on a DC 11 Constitution saving throw or become poisoned for 1 hour. If the saving throw fails by 5 or more, the target falls unconscious for the same duration, or until it takes damage or another creature uses an action to shake it awake.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Purple Worm,15,monstrosity,Gargantuan,18,247,15d20,15d20+90,"burrow,walk",50,0,0,0,30,unaligned,0,0,0,0,0,0,0,5,0,0,11,0,4,0,0,0,"blindsight 30 ft., tremorsense 60 ft., passive_perception 9",0,60,30,0,Tunneler,The worm can burrow through solid rock at half its burrow speed and leaves a 10-foot-diameter tunnel in its wake.,0,0,0,0,0,0,Multiattack,The worm makes two attacks: one with its bite and one with its stinger.,Bite,"Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 22 (3d8 + 9) piercing damage. If the target is a Large or smaller creature, it must succeed on a DC 19 Dexterity saving throw or be swallowed by the worm. A swallowed creature is blinded and restrained, it has total cover against attacks and other effects outside the worm, and it takes 21 (6d6) acid damage at the start of each of the worm's turns.
If the worm takes 30 damage or more on a single turn from a creature inside it, the worm must succeed on a DC 21 Constitution saving throw at the end of that turn or regurgitate all swallowed creatures, which fall prone in a space within 10 feet of the worm. If the worm dies, a swallowed creature is no longer restrained by it and can escape from the corpse by using 20 feet of movement, exiting prone.",Tail Stinger,"Melee Weapon Attack: +9 to hit, reach 10 ft., one creature. Hit: 19 (3d6 + 9) piercing damage, and the target must make a DC 19 Constitution saving throw, taking 42 (12d6) poison damage on a failed save, or half as much damage on a successful one.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Quasit,1,fiend,Tiny,13,7,3d4,3d4,walk,40,0,0,0,0,chaotic evil,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"Abyssal, Common","darkvision 120 ft., passive_perception 10",120,0,0,0,Shapechanger,"The quasit can use its action to polymorph into a beast form that resembles a bat (speed 10 ft. fly 40 ft.), a centipede (40 ft., climb 40 ft.), or a toad (40 ft., swim 40 ft.), or back into its true form . Its statistics are the same in each form, except for the speed changes noted. Any equipment it is wearing or carrying isn't transformed . It reverts to its true form if it dies.",Magic Resistance,The quasit has advantage on saving throws against spells and other magical effects.,0,0,0,0,Claw (Bite in Beast Form),"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) piercing damage, and the target must succeed on a DC 10 Constitution saving throw or take 5 (2d4) poison damage and become poisoned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",Scare,"One creature of the quasit's choice within 20 ft. of it must succeed on a DC 10 Wisdom saving throw or be frightened for 1 minute. The target can repeat the saving throw at the end of each of its turns, with disadvantage if the quasit is within line of sight, ending the effect on itself on a success.",Invisibility,"The quasit magically turns invisible until it attacks or uses Scare, or until its concentration ends (as if concentrating on a spell). Any equipment the quasit wears or carries is invisible with it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Quipper,0,beast,Tiny,13,1,1d4,1d4-1,swim,0,0,40,0,0,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive_perception 8",60,0,0,0,Blood Frenzy,The quipper has advantage on melee attack rolls against any creature that doesn't have all its hit points.,Water Breathing,The quipper can breathe only underwater.,0,0,0,0,Bite,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 1 piercing damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Rakshasa,13,fiend,Medium,16,110,13d8,13d8+52,walk,40,0,0,0,0,lawful evil,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,"Common, Infernal","darkvision 60 ft., passive_perception 13",60,0,0,0,Limited Magic Immunity,The rakshasa can't be affected or detected by spells of 6th level or lower unless it wishes to be. It has advantage on saving throws against all other spells and magical effects.,Innate Spellcasting,"The rakshasa's innate spellcasting ability is Charisma (spell save DC 18, +10 to hit with spell attacks). The rakshasa can innately cast the following spells, requiring no material components:

At will: detect thoughts, disguise self, mage hand, minor illusion
3/day each: charm person, detect magic, invisibility, major image, suggestion
1/day each: dominate person, fly, plane shift, true seeing",0,0,0,0,Multiattack,The rakshasa makes two claw attacks,Claw,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 9 (2d6 + 2) slashing damage, and the target is cursed if it is a creature. The magical curse takes effect whenever the target takes a short or long rest, filling the target's thoughts with horrible images and dreams. The cursed target gains no benefit from finishing a short or long rest. The curse lasts until it is lifted by a remove curse spell or similar magic.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
